year,season_week,region,sales_channel,category,product,package_type,diet_label,unit_price_usd,calories_kcal,sugar_g,spice_index,discount_rate,units_sold,demand_segment,date_str,date
2025.0,12.0,east,online,food,winter salad,cup,regular,6.11,181.6,4.7,1.4,20.5,22.0,low,2025-W12-1,2025-03-24
2024.0,6.0,south,online,food,beef stew,bag,regular,9.12,512.6,2.0,3.4,15.3,20.0,low,2024-W06-1,2024-02-12
2022.0,3.0,west,wholesale,beverage,herbal tea,bowl,regular,1.25,41.6,0.5,1.2,19.0,37.61405295315682,high,2022-W03-1,2022-01-17
2024.0,9.0,east,cafe,beverage,mulled wine,can,regular,7.39,169.1,17.3,5.9,8.2,11.0,low,2024-W09-1,2024-03-04
2024.0,3.0,north,cafe,beverage,herbal tea,box,regular,3.15,5.0,0.0,0.5,6.6,88.0,high,2024-W03-1,2024-01-22
2022.0,7.0,south,wholesale,beverage,apple cider,cup,regular,3.14,143.7,20.8,3.6,20.8,55.0,high,2022-W07-1,2022-02-14
2023.0,9.0,north,online,beverage,mulled wine,box,regular,6.39,179.9,13.0,4.8,18.0,9.0,low,2023-W09-1,2023-02-27
2025.0,13.0,west,wholesale,food,beef stew,cup,low-sugar,9.78,497.0,0.4,3.8,21.1,7.0,low,2025-W13-1,2025-03-31
2023.0,4.0,south,online,food,cinnamon cookies,box,regular,4.61,446.6,34.6,1.7,17.3,34.0,medium,2023-W04-1,2023-01-23
2023.0,4.0,north,cafe,food,baked potato,can,regular,6.48,397.4,4.2,2.1,6.9,34.0,medium,2023-W04-1,2023-01-23
2023.0,10.0,north,supermarket,food,creamy porridge,cup,dairy-free,4.61,284.6,7.6,1.9,15.4,52.0,high,2023-W10-1,2023-03-06
2023.0,1.0,east,supermarket,food,cinnamon cookies,box,regular,4.18,399.2,34.7,3.2,10.4,23.0,low,2023-W01-1,2023-01-02
2025.0,8.0,north,wholesale,beverage,herbal tea,cup,regular,2.48,33.5,0.0,0.0,20.9,76.0,high,2025-W08-1,2025-02-24
2025.0,10.0,central,online,beverage,ginger tea,cup,vegan,3.43,54.1,8.8,5.4,21.6,110.0,high,2025-W10-1,2025-03-10
2022.0,8.0,north,wholesale,beverage,espresso,box,regular,1.67,5.0,3.3,1.5,19.3,37.61405295315682,high,2022-W08-1,2022-02-21
2025.0,5.0,west,supermarket,food,stuffed pastry,can,regular,6.46,444.9,6.1,2.0,12.5,17.0,low,2025-W05-1,2025-02-03
2025.0,11.0,east,cafe,beverage,spiced latte,box,gluten-free,7.51,186.5,14.3,5.7,8.0,10.0,low,2025-W11-1,2025-03-17
2023.0,5.0,east,wholesale,beverage,espresso,bowl,vegan,3.01,7.9,5.2,0.6,20.0,37.0,medium,2023-W05-1,2023-01-30
2025.0,10.0,north,online,beverage,hot chocolate,bowl,gluten-free,5.43,249.9,28.3,0.6,17.6,77.0,high,2025-W10-1,2025-03-10
2022.0,7.0,west,wholesale,beverage,apple cider,cup,dairy-free,3.03,116.4,19.5,4.4,20.2,69.0,high,2022-W07-1,2022-02-14
2025.0,1.0,central,supermarket,beverage,ginger tea,cup,regular,2.54,29.2,8.1,5.1,10.5,44.0,high,2025-W01-1,2025-01-06
2024.0,7.0,north,cafe,beverage,hot chocolate,bag,vegan,4.98,261.9,28.1,0.8,5.5,54.0,high,2024-W07-1,2024-02-19
2024.0,1.0,north,online,beverage,mulled wine,cup,regular,6.66,186.1,18.9,5.9,14.4,28.0,medium,2024-W01-1,2024-01-08
2022.0,13.0,central,supermarket,beverage,sahlep,can,regular,3.79,306.8,22.5,3.4,15.8,37.0,nan,2022-W13-1,2022-03-28
2025.0,8.0,east,cafe,food,winter salad,cup,vegan,6.83,186.3,6.4,0.1,7.0,19.0,low,2025-W08-1,2025-02-24
2022.0,5.0,north,supermarket,food,roasted chestnuts,cup,vegan,4.51,310.3,4.0,2.8,13.5,40.0,medium,2022-W05-1,2022-01-31
2023.0,7.0,north,online,food,creamy porridge,bowl,low-sugar,4.2,279.9,7.0,0.8,16.6,37.0,medium,2023-W07-1,2023-02-13
2022.0,9.0,west,online,beverage,nan,box,regular,2.34,137.7,13.9,6.6,17.8,37.0,medium,2022-W09-1,2022-02-28
2025.0,4.0,west,convenience,beverage,apple cider,box,regular,4.78,142.9,22.6,2.9,8.5,9.0,low,2025-W04-1,2025-01-27
2022.0,4.0,east,online,beverage,matcha latte,box,regular,5.76,162.5,13.7,2.0,15.8,9.0,low,2022-W04-1,2022-01-24
2025.0,6.0,central,cafe,food,roasted chestnuts,cup,regular,7.65,367.1,6.4,1.1,9.0,21.0,low,2025-W06-1,2025-02-10
2024.0,4.0,east,wholesale,food,roasted chestnuts,can,vegan,4.71,312.2,4.7,0.2,21.4,33.0,medium,2024-W04-1,2024-01-29
2022.0,10.0,south,online,beverage,ginger tea,cup,gluten-free,2.7,54.4,7.6,7.5,19.8,37.61405295315682,high,2022-W10-1,2022-03-07
2022.0,2.0,east,online,food,beef stew,box,regular,8.47,512.1,6.3,2.9,15.3,8.0,low,2022-W02-1,2022-01-10
2022.0,11.0,south,cafe,beverage,espresso,cup,regular,2.14,5.0,0.0,0.9,13.0,75.0,high,2022-W11-1,2022-03-14
2024.0,5.0,south,online,food,cinnamon cookies,bowl,regular,4.37,430.1,33.2,3.3,16.5,31.0,medium,2024-W05-1,2024-02-05
2025.0,8.0,north,supermarket,beverage,herbal tea,cup,regular,2.39,5.0,2.0,2.3,15.6,51.0,high,2025-W08-1,2025-02-24
2022.0,3.0,south,cafe,beverage,ginger tea,box,regular,2.85,45.2,6.0,6.3,6.8,56.0,high,2022-W03-1,2022-01-17
2025.0,6.0,west,supermarket,beverage,mulled wine,box,low-sugar,7.38,138.0,5.4,5.2,12.9,28.0,medium,2025-W06-1,2025-02-10
2022.0,10.0,north,supermarket,food,stuffed pastry,box,regular,5.71,477.9,3.1,2.1,15.2,30.0,medium,2022-W10-1,2022-03-07
2025.0,4.0,east,cafe,beverage,herbal tea,cup,dairy-free,3.15,5.0,0.0,0.0,5.7,35.0,medium,2025-W04-1,2025-01-27
2025.0,2.0,west,supermarket,beverage,chai tea,bag,regular,3.7,135.9,9.3,7.1,11.0,23.0,low,2025-W02-1,2025-01-13
2025.0,7.0,west,online,beverage,apple cider,cup,vegan,4.34,170.6,24.0,2.7,15.6,42.0,high,2025-W07-1,2025-02-17
2024.0,3.0,west,supermarket,beverage,chai tea,cup,regular,3.28,151.2,14.8,5.9,10.6,51.0,high,2024-W03-1,2024-01-22
2025.0,5.0,west,convenience,food,beef stew,cup,vegan,4.943781855249744,481.0,2.8,3.2,9.5,4.0,low,2025-W05-1,2025-02-03
2022.0,6.0,west,cafe,beverage,apple cider,cup,regular,4.48,138.9,17.2,4.1,6.7,11.0,nan,2022-W06-1,2022-02-07
2022.0,8.0,north,supermarket,food,lentil soup,bowl,vegan,4.95,239.8,0.0,3.8,13.7,33.0,medium,2022-W08-1,2022-02-21
2022.0,9.0,east,supermarket,food,roasted chestnuts,cup,low-sugar,4.16,316.2,3.8,2.3,14.3,64.0,high,2022-W09-1,2022-02-28
2024.0,9.0,west,online,beverage,chai tea,bottle,regular,4.07,103.4,18.3,7.0,18.4,55.0,high,2024-W09-1,2024-03-04
2024.0,11.0,south,online,beverage,apple cider,bowl,regular,3.98,159.8,20.5,4.3,17.5,37.0,medium,2024-W11-1,2024-03-18
2024.0,1.0,north,online,food,lentil soup,box,regular,5.97,265.6,5.9,3.1,14.6,16.0,low,2024-W01-1,2024-01-08
2025.0,5.0,south,wholesale,food,baked potato,bowl,vegan,6.28,392.6,2.7,3.5,20.2,26.0,medium,2025-W05-1,2025-02-03
2022.0,1.0,east,nan,food,pumpkin soup,bowl,regular,5.53,229.5,9.1,2.9,14.5,24.0,medium,2022-W01-1,2022-01-03
2024.0,1.0,east,convenience,food,gingerbread,cup,regular,5.62,394.0,32.7,6.8,7.3,9.0,low,2024-W01-1,2024-01-08
2022.0,3.0,north,online,beverage,matcha latte,box,regular,4.61,170.3,13.2,3.4,15.3,42.0,high,2022-W03-1,2022-01-17
2023.0,8.0,central,supermarket,food,cinnamon cookies,cup,regular,4.03,385.1,30.5,3.0,15.0,68.0,high,2023-W08-1,2023-02-20
2024.0,12.0,central,supermarket,beverage,chai tea,cup,gluten-free,4.24,142.4,16.8,7.2,17.3,48.0,high,2024-W12-1,2024-03-25
2025.0,11.0,north,supermarket,food,gingerbread,cup,vegan,5.46,361.1,28.6,3.4,13.7,31.0,medium,2025-W11-1,2025-03-17
2024.0,9.0,central,convenience,food,creamy porridge,bowl,vegan,5.87,290.3,11.9,1.3,10.4,18.0,low,2024-W09-1,2024-03-04
2022.0,11.0,north,wholesale,beverage,apple cider,bottle,vegan,3.24,163.8,19.4,4.6,21.4,70.0,high,2022-W11-1,2022-03-14
2024.0,3.0,central,convenience,food,stuffed pastry,bowl,low-sugar,7.81,457.9,6.4,2.6,8.1,9.0,low,2024-W03-1,2024-01-22
2022.0,11.0,central,online,food,beef stew,bottle,regular,9.08,519.3,3.6,2.3,16.7,9.0,low,2022-W11-1,2022-03-14
2025.0,12.0,north,cafe,beverage,chai tea,can,dairy-free,5.1,144.4,13.8,6.3,10.3,26.0,medium,2025-W12-1,2025-03-24
2024.0,2.0,west,online,beverage,ginger tea,can,regular,2.94,9.0,6.3,3.7,15.1,37.61405295315682,high,2024-W02-1,2024-01-15
2022.0,7.0,central,convenience,beverage,matcha latte,cup,regular,5.38,184.4,12.9,2.3,9.4,22.0,low,2022-W07-1,2022-02-14
2022.0,11.0,central,supermarket,food,beef stew,bottle,vegan,9.43,503.3,2.8,1.9,14.9,7.0,low,2022-W11-1,2022-03-14
2022.0,7.0,central,supermarket,beverage,ginger tea,bowl,regular,2.69,57.1,5.0,6.3,13.0,37.61405295315682,high,2022-W07-1,2022-02-14
2025.0,11.0,east,online,beverage,espresso,can,regular,2.81,5.0,2.3,2.0,20.9,62.0,h1gh,2025-W11-1,2025-03-17
2023.0,13.0,north,online,beverage,ginger tea,cup,regular,3.06,30.7,5.6,5.2,18.8,97.0,high,2023-W13-1,2023-03-27
2025.0,7.0,central,online,food,roasted chestnuts,bowl,regular,6.29,359.1,3.7,1.6,16.6,65.0,high,2025-W07-1,2025-02-17
2024.0,1.0,west,convenience,food,stuffed pastry,cup,low-sugar,7.13,430.7,0.0,1.8,7.3,7.0,low,2024-W01-1,2024-01-08
2024.0,5.0,west,nan,food,lentil soup,cup,regular,5.93,240.0,0.2,4.2,8.4,21.0,low,2024-W05-1,2024-02-05
2022.0,3.0,east,wholesale,food,lentil soup,cup,regular,3.88,305.9,5.4,3.2,19.6,44.0,high,2022-W03-1,2022-01-17
2025.0,7.0,east,online,beverage,mulled wine,can,regular,6.3,170.6,13.5,6.4,17.1,22.0,low,2025-W07-1,2025-02-17
2023.0,8.0,north,supermarket,food,beef stew,cup,regular,9.3,518.8,3.7,2.1,13.8,17.0,low,2023-W08-1,2023-02-20
2024.0,7.0,nan,online,food,beef stew,bowl,regular,4.943781855249744,526.2,3.3,1.9,18.6,10.0,low,2024-W07-1,2024-02-19
2024.0,3.0,north,supermarket,food,pumpkin soup,cup,regular,5.09,224.8,8.9,3.4,12.0,43.0,high,2024-W03-1,2024-01-22
2024.0,4.0,west,supermarket,beverage,sahlep,box,regular,4.94,276.6,25.0,2.4,10.8,34.0,medium,2024-W04-1,2024-01-29
2025.0,9.0,central,supermarket,food,roasted chestnuts,cup,regular,6.16,336.7,7.3,1.4,15.1,88.0,high,2025-W09-1,2025-03-03
2022.0,1.0,east,supermarket,food,pumpkin soup,bowl,regular,4.56,215.8,3.0,3.0,10.5,27.0,medium,2022-W01-1,2022-01-03
2024.0,3.0,east,online,food,gingerbread,box,regular,5.39,369.9,29.3,6.9,15.2,15.0,low,2024-W03-1,2024-01-22
2023.0,12.0,south,supermarket,beverage,apple cider,bottle,gluten-free,3.33,198.7,22.5,3.9,16.1,26.0,medium,2023-W12-1,2023-03-20
2023.0,2.0,central,cafe,food,pumpkin soup,cup,regular,6.23,216.0,12.6,3.7,5.4,27.0,medium,2023-W02-1,2023-01-09
2022.0,6.0,west,online,beverage,herbal tea,can,regular,2.62,20.7,4.7,1.1,18.1,57.0,high,2022-W06-1,2022-02-07
2022.0,3.0,south,wholesale,food,baked potato,bag,dairy-free,4.3,387.6,0.7,3.0,19.6,54.0,high,2022-W03-1,2022-01-17
2023.0,2.0,north,supermarket,food,gingerbread,bag,regular,4.09,383.6,29.2,6.0,10.7,41.0,medium,2023-W02-1,2023-01-09
2023.0,6.0,north,convenience,food,cinnamon cookies,cup,regular,4.69,411.8,28.6,2.9,9.2,21.0,low,2023-W06-1,2023-02-06
2023.0,7.0,east,cafe,food,cinnamon cookies,box,gluten-free,4.82,392.1,34.7,3.1,6.4,20.0,low,2023-W07-1,2023-02-13
2024.0,3.0,central,cafe,food,lentil soup,bottle,regular,6.7,257.1,6.2,2.7,6.2,11.0,low,2024-W03-1,2024-01-22
2024.0,2.0,west,cafe,beverage,chai tea,cup,gluten-free,4.98,132.7,14.5,5.2,5.8,12.0,low,2024-W02-1,2024-01-15
2023.0,2.0,north,convenience,beverage,espresso,bowl,vegan,3.7,25.9,0.6,1.1,7.5,24.0,medium,2023-W02-1,2023-01-09
2023.0,9.0,central,cafe,food,winter salad,can,dairy-free,5.52,151.3,8.6,0.9,10.2,29.0,medium,2023-W09-1,2023-02-27
2022.0,12.0,south,online,food,beef stew,can,dairy-free,8.44,488.8,5.4,3.6,21.9,10.0,low,2022-W12-1,2022-03-21
2024.0,3.0,central,online,beverage,herbal tea,box,regular,2.13,5.0,3.5,1.0,15.4,36.0,medium,2024-W03-1,2024-01-22
2023.0,5.0,south,cafe,food,lentil soup,bottle,gluten-free,6.15,286.0,4.9,4.4,7.1,7.0,low,2023-W05-1,2023-01-30
2022.0,5.0,west,online,food,roasted chestnuts,bowl,regular,5.47,324.4,6.2,0.3,16.6,103.0,high,2022-W05-1,2022-01-31
2023.0,5.0,central,online,foood,roasted chestnuts,bottle,regular,5.39,350.1,8.7,1.2,16.3,61.0,high,2023-W05-1,2023-01-30
2022.0,1.0,west,nan,food,lentil soup,bottle,regular,4.45,257.4,3.6,4.3,10.4,23.0,low,2022-W01-1,2022-01-03
2024.0,7.0,central,online,beverage,espresso,bag,regular,2.1,5.0,0.0,0.0,16.9,69.0,high,2024-W07-1,2024-02-19
2024.0,5.0,north,cafe,beverage,hot chocolate,can,regular,4.83,215.4,30.5,2.2,7.5,21.0,low,2024-W05-1,2024-02-05
2024.0,5.0,north,convenience,beverage,hot chocolate,cup,regular,4.19,255.5,31.7,1.0,9.3,15.0,low,2024-W05-1,2024-02-05
2024.0,4.0,west,convenience,food,baked potato,bowl,regular,6.75,387.3,2.4,2.0,9.0,7.0,low,2024-W04-1,2024-01-29
2024.0,13.0,south,supermarket,food,stuffed pastry,bag,low-sugar,5.8,439.5,2.7,2.6,13.0,30.0,medium,2024-W13-1,2024-04-01
2023.0,8.0,north,supermarket,food,roasted chestnuts,bag,regular,4.27,342.1,7.8,1.4,14.5,64.0,high,2023-W08-1,2023-02-20
2025.0,6.0,east,supermarket,food,gingerbread,bowl,gluten-free,5.82,396.8,30.5,4.4,12.8,30.0,medium,2025-W06-1,2025-02-10
2024.0,3.0,west,supermarket,food,beef stew,bottle,gluten-free,4.943781855249744,528.5,1.8,2.7,12.6,6.0,low,2024-W03-1,2024-01-22
2023.0,11.0,south,cafe,food,lentil soup,bowl,vegan,6.49,235.4,7.9,2.9,9.4,22.0,low,2023-W11-1,2023-03-13
2024.0,12.0,south,online,food,cinnamon cookies,box,regular,4.52,402.4,32.9,1.4,20.1,27.0,medium,2024-W12-1,2024-03-25
2023.0,1.0,central,wholesale,food,roasted chestnuts,box,low-sugar,5.7,325.7,5.0,1.3,18.9,39.0,medium,2023-W01-1,2023-01-02
2024.0,13.0,east,online,foood,gingerbread,box,vegan,6.13,367.0,32.4,6.0,20.4,37.0,medium,2024-W13-1,2024-04-01
2024.0,10.0,central,convenience,beverage,ginger tea,can,vegan,2.79,5.0,4.7,5.8,11.5,42.0,high,2024-W10-1,2024-03-11
2025.0,2.0,east,supermarket,food,stuffed pastry,cup,low-sugar,6.53,444.1,3.1,2.4,10.6,31.0,medium,2025-W02-1,2025-01-13
2025.0,10.0,central,online,beverage,chai tea,bowl,regular,4.09,121.3,11.2,6.5,21.0,39.0,medium,2025-W10-1,2025-03-10
2024.0,2.0,west,cafe,nan,lentil soup,cup,regular,6.67,268.4,3.6,3.1531090723751274,5.6,12.0,low,2024-W02-1,2024-01-15
2024.0,1.0,north,online,beverage,hot chocolate,cup,low-sugar,4.43,245.9,12.1,1.2,14.5,30.0,medium,2024-W01-1,2024-01-08
2025.0,2.0,central,cafe,food,cinnamon cookies,can,regular,5.56,420.3,33.6,2.3,5.8,11.0,low,2025-W02-1,2025-01-13
2023.0,6.0,east,supermarket,beverage,chai tea,bowl,gluten-free,4.77,157.9,14.6,5.6,12.6,35.0,medium,2023-W06-1,2023-02-06
2025.0,9.0,north,online,food,stuffed pastry,box,regular,7.01,472.8,5.4,1.4,16.2,32.0,medium,2025-W09-1,2025-03-03
2024.0,6.0,north,online,food,stuffed pastry,box,regular,6.8,498.6,5.8,2.1,18.0,18.0,low,2024-W06-1,2024-02-12
2022.0,2.0,west,cafe,beverage,sahlep,box,regular,5.29,260.9,25.7,2.4,5.8,18.0,low,2022-W02-1,2022-01-10
2022.0,3.0,north,supermarket,food,beef stew,box,regular,8.5,519.9,0.5,5.3,10.8,13.0,low,2022-W03-1,2022-01-17
2025.0,12.0,south,convenience,food,cinnamon cookies,bowl,dairy-free,6.05,415.3,29.9,1.7,14.9,6.0,low,2025-W12-1,2025-03-24
2022.0,13.0,north,cafe,beverage,ginger tea,cup,regular,2.53,31.6,7.5,5.4,10.0,27.0,medium,2022-W13-1,2022-03-28
2023.0,10.0,east,cafe,food,stuffed pastry,bowl,vegan,8.53,476.6,1.8,1.0,10.1,23.0,low,2023-W10-1,2023-03-06
2023.0,2.0,east,online,beverage,ginger tea,cup,regular,2.33,27.2,7.5,5.2,15.2,69.0,high,2023-W02-1,2023-01-09
2022.0,11.0,east,cafe,beverage,herbal tea,cup,dairy-free,2.51,46.8,0.0,0.8,10.9,16.0,low,2022-W11-1,2022-03-14
2023.0,9.0,south,wholesale,food,cinnamon cookies,cup,regular,3.33,458.2,31.7,3.2,19.1,101.0,high,2023-W09-1,2023-02-27
2024.0,7.0,north,online,food,cinnamon cookies,box,regular,4.24,425.1,29.4,2.3,18.0,36.0,medium,2024-W07-1,2024-02-19
2022.0,2.0,west,supermarket,food,gingerbread,box,regular,4.06,399.9,33.1,5.5,10.9,55.0,high,2022-W02-1,2022-01-10
2025.0,13.0,south,online,beverage,mulled wine,bag,regular,5.63,211.5,13.5,5.7,19.3,13.0,low,2025-W13-1,2025-03-31
2025.0,6.0,west,supermarket,food,winter salad,bag,dairy-free,5.21,151.4,1.9,0.0,12.7,30.0,medium,2025-W06-1,2025-02-10
2023.0,1.0,north,cafe,food,baked potato,box,dairy-free,6.85,370.0,4.0,1.8,5.2,8.0,low,2023-W01-1,2023-01-02
2022.0,3.0,north,supermarket,food,baked potato,cup,regular,5.22,432.6,3.1,2.0,13.684544209762091,25.0,medium,2022-W03-1,2022-01-17
2024.0,6.0,south,supermarket,beverage,apple cider,box,regular,4.23,164.9,18.7,3.9,11.5,31.0,medium,2024-W06-1,2024-02-12
2023.0,5.0,south,online,beverage,spiced latte,box,regular,4.85,210.2,13.6,4.6,16.4,21.0,low,2023-W05-1,2023-01-30
2025.0,7.0,west,online,beverage,mulled wine,cup,regular,6.97,147.1,13.7,5.8,18.4,22.0,low,2025-W07-1,2025-02-17
2025.0,13.0,south,convenience,beverage,nan,cup,regular,3.25,6.6,0.0,0.0,11.4,18.0,low,2025-W13-1,2025-03-31
2025.0,2.0,east,cafe,beverage,spiced latte,bag,regular,5.9,196.4,19.8,5.2,6.4,9.0,low,2025-W02-1,2025-01-13
2023.0,8.0,east,supermarket,beverage,hot chocolate,cup,low-sugar,3.9,237.3,18.3,1.5,14.9,98.0,high,2023-W08-1,2023-02-20
2024.0,12.0,north,convenience,beverage,hot chocolate,bottle,regular,4.51,257.9,30.4,2.5,11.7,29.0,medium,2024-W12-1,2024-03-25
2024.0,11.0,east,online,food,baked potato,can,regular,5.16,420.4,3.7,3.2,17.2,36.0,medium,2024-W11-1,2024-03-18
2023.0,13.0,south,online,beverage,hot chocolate,cup,regular,4.13,247.1,22.7,1.9,17.1,42.0,high,2023-W13-1,2023-03-27
2024.0,3.0,east,online,beverage,spiced latte,cup,regular,5.3,183.0,18.9,4.1,15.5,41.0,medium,2024-W03-1,2024-01-22
2022.0,11.0,north,wholesale,food,gingerbread,bag,regular,3.93,400.6,33.2,5.6,21.8,98.0,high,2022-W11-1,2022-03-14
2022.0,13.0,west,cafe,food,nan,box,regular,5.96,271.3,6.7,4.2,13.4,18.0,low,2022-W13-1,2022-03-28
2024.0,5.0,central,cafe,food,baked potato,bag,regular,7.39,432.4,5.0,2.1,6.8,18.0,low,2024-W05-1,2024-02-05
2022.0,7.0,north,online,beverage,ginger tea,cup,vegan,2.68,72.1,3.1,5.1,16.3,79.0,high,2022-W07-1,2022-02-14
2022.0,7.0,west,online,food,baked potato,cup,low-sugar,5.25,346.7,1.0,2.7,17.5,42.0,high,2022-W07-1,2022-02-14
2025.0,7.0,west,cafe,beverage,chai tea,bottle,low-sugar,5.07,121.8,12.0,6.8,7.5,27.0,medium,2025-W07-1,2025-02-17
2025.0,4.0,south,supermarket,food,beef stew,can,regular,4.943781855249744,506.6,0.0,3.0,11.9,16.0,low,2025-W04-1,2025-01-27
2024.0,13.0,west,wholesale,beverage,ginger tea,cup,regular,2.49,38.1,3.5,4.3,26.0,115.0,high,2024-W13-1,2024-04-01
2025.0,13.0,west,cafe,food,roasted chestnuts,box,regular,7.46,340.2,9.1,1.5,11.2,11.0,low,2025-W13-1,2025-03-31
2025.0,5.0,central,supermarket,beverage,sahlep,bag,regular,4.15,275.8,23.1,2.0,12.4,32.0,medium,2025-W05-1,2025-02-03
2022.0,11.0,central,cafe,beverage,ginger tea,can,dairy-free,3.04,52.1,2.9,5.7,10.4,27.0,medium,2022-W11-1,2022-03-14
2023.0,11.0,east,supermarket,food,beef stew,bottle,regular,4.831910592802493,501.3,4.0,1.9,15.7,4.0,low,2023-W11-1,2023-03-13
2022.0,8.0,east,cafe,food,baked potato,cup,regular,5.9,391.6,3.2,2.4,8.9,5.0,low,2022-W08-1,2022-02-21
2025.0,7.0,north,convenience,food,lentil soup,cup,regular,6.41,253.5,1.5,4.4,11.2,10.0,low,2025-W07-1,2025-02-17
2023.0,2.0,south,online,beverage,matcha latte,can,regular,5.7,157.9,18.5,2.4,15.1,38.0,medium,2023-W02-1,2023-01-09
2023.0,9.0,central,convenience,beverage,ginger tea,bottle,dairy-free,2.7,32.7,5.5,5.6,10.9,32.0,medium,2023-W09-1,2023-02-27
2022.0,5.0,north,online,beverage,sahlep,can,regular,4.2,277.0,27.1,1.1,17.1,74.0,high,2022-W05-1,2022-01-31
2025.0,3.0,central,convenience,food,lentil soup,cup,regular,6.22,275.7,2.9,4.3,8.5,11.0,low,2025-W03-1,2025-01-20
2022.0,13.0,south,cafe,beverage,chai tea,cup,regular,3.36,138.9,12.9,5.7,10.4,21.0,low,2022-W13-1,2022-03-28
2022.0,2.0,east,supermarket,beverage,herbal tea,cup,regular,1.81,29.1,4.2,0.4,11.1,62.0,high,2022-W02-1,2022-01-10
2023.0,11.0,central,cafe,food,cinnamon cookies,cup,low-sugar,4.76,382.9,20.8,2.8,9.4,54.0,high,2023-W11-1,2023-03-13
2024.0,12.0,east,online,beverage,spiced latte,bowl,regular,5.57,209.6,13.9,5.3,22.6,64.0,high,2024-W12-1,2024-03-25
2024.0,1.0,north,online,food,gingerbread,box,regular,5.33,379.9,31.2,5.3,14.8,38.0,medium,2024-W01-1,2024-01-08
2024.0,8.0,north,online,beverage,hot chocolate,box,regular,3.8,239.9,27.7,2.6,18.8,37.0,medium,2024-W08-1,2024-02-26
2022.0,8.0,central,supermarket,beverage,ginger tea,bowl,regular,2.34,47.8,3.7,4.2,15.6,48.0,high,2022-W08-1,2022-02-21
2023.0,5.0,south,supermarket,beverage,ginger tea,bottle,regular,2.43,27.6,6.6,4.8,11.1,56.0,high,2023-W05-1,2023-01-30
2025.0,9.0,east,online,food,roasted chestnuts,cup,regular,6.39,349.3,4.0,0.0,16.2,39.0,medium,2025-W09-1,2025-03-03
2024.0,6.0,north,convenience,beverage,ginger tea,bottle,regular,3.25,20.4,5.0,4.9,9.5,61.0,high,2024-W06-1,2024-02-12
2024.0,6.0,east,supermarket,food,winter salad,bottle,regular,5.08,193.7,4.2,2.1,12.8,41.0,medium,2024-W06-1,2024-02-12
2024.0,6.0,central,supermarket,beverage,spiced latte,box,gluten-free,5.36,199.6,16.5,6.2,12.6,41.0,medium,2024-W06-1,2024-02-12
2025.0,11.0,east,supermarket,food,nan,can,vegan,5.76,393.6,28.3,5.8,12.3,51.0,high,2025-W11-1,2025-03-17
2022.0,9.0,central,online,beverage,sahlep,cup,dairy-free,4.57,269.9,19.8,2.1,19.7,27.0,medium,2022-W09-1,2022-02-28
2023.0,5.0,south,cafe,beverage,herbal tea,cup,regular,2.35,37.4,4.5,0.8,9.0,45.0,high,2023-W05-1,2023-01-30
2024.0,13.0,east,supermarket,food,cinnamon cookies,cup,vegan,4.55,386.6,31.5,2.9,18.6,45.0,high,2024-W13-1,2024-04-01
2023.0,11.0,central,online,food,roasted chestnuts,bag,regular,4.59,313.4,10.9,0.1,20.9,34.0,medium,2023-W11-1,2023-03-13
2025.0,13.0,east,wholesale,beverage,herbal tea,cup,regular,2.1,5.0,0.6,0.6,24.5,56.0,high,2025-W13-1,2025-03-31
2023.0,10.0,south,convenience,food,cinnamon cookies,cup,regular,3.82,395.1,30.8,3.6,10.3,29.0,medium,2023-W10-1,2023-03-06
2025.0,6.0,central,cafe,food,cinnamon cookies,cup,regular,5.47,395.1,35.9,1.9,7.8,38.0,medium,2025-W06-1,2025-02-10
2025.0,11.0,south,convenience,food,winter salad,box,gluten-free,7.09,191.2,4.6,0.5,15.6,23.0,low,2025-W11-1,2025-03-17
2024.0,5.0,east,convenience,food,beef stew,can,regular,10.27,519.9,2.6,3.2,9.0,2.0,low,2024-W05-1,2024-02-05
2025.0,4.0,central,supermarket,beverage,mulled wine,bowl,regular,7.34,181.4,17.6,6.2,11.6,15.0,low,2025-W04-1,2025-01-27
2024.0,6.0,north,cafe,beverage,ginger tea,bottle,dairy-free,3.73,26.6,2.8,5.1,8.8,26.0,medium,2024-W06-1,2024-02-12
2025.0,13.0,south,cafe,food,roasted chestnuts,cup,regular,7.8,329.2,8.6,1.3,13.3,11.0,low,2025-W13-1,2025-03-31
2023.0,8.0,north,online,food,stuffed pastry,box,dairy-free,6.31,480.9,6.8,2.4,16.6,26.0,medium,2023-W08-1,2023-02-20
2024.0,5.0,south,online,food,lentil soup,cup,gluten-free,5.91,246.8,6.7,5.4,16.1,34.0,medium,2024-W05-1,2024-02-05
2024.0,7.0,north,online,food,gingerbread,cup,gluten-free,4.98,366.2,31.4,5.5,16.7,51.0,high,2024-W07-1,2024-02-19
2022.0,4.0,west,cafe,beverage,sahlep,bowl,gluten-free,5.56,294.3,26.4,2.5,13.684544209762091,13.0,low,2022-W04-1,2022-01-24
2023.0,9.0,north,convenience,food,pumpkin soup,cup,nan,5.67,216.1,8.8,4.6,12.7,14.0,low,2023-W09-1,2023-02-27
2025.0,5.0,west,cafe,beverage,matcha latte,cup,regular,6.9,216.7,12.1,1.6,6.7,13.0,low,2025-W05-1,2025-02-03
