 year ,Season_week,REGION,salesChannel,Category ,ProdUct,Package-Type,diet label,unitPrice_usd,Calories(kcal),sugar_g ,Spice Index,DiscountRate ,Units Sold,DemandSEGMENT 
2024,4,West,Supermarket,Beverage,Sahlep,Box,Regular,4.94,276.6,25.0,2.4,10.8%,34,Medium
2025,9,Central,Supermarket,Food,Roasted Chestnuts,Cup,Regular,6.16,336.7,7.3,1.4,15.1%,88,High
2022,1,East,Supermarket,Food,Pumpkin Soup,Bowl,Regular,4.56,215.8,3.0,3.0,10.5%,27,Medium
2024,3,East,Online,Food,Gingerbread,Box,Regular,5.39,369.9,29.3,6.9,15.2%,15,Low
2023,12,South,Supermarket,Beverage,Apple Cider,Bottle,Gluten-Free,3.33,198.7,22.5,3.9,16.1%,26,Medium
2023,2,Central,Cafe,Food,Pumpkin Soup,Cup,Regular,6.23,216.0,12.6,3.7,5.4%,27,Medium
2022,6,West,Online,Beverage,Herbal Tea,Can,Regular,2.62,20.7,4.7,1.1,18.1%,57,High
2022,3,South,Wholesale,Food,Baked Potato,Bag,Dairy-Free,4.3,387.6,0.7,3.0,19.6%,54,High
2023,2,North,Supermarket,Food,Gingerbread,Bag,Regular,4.09,383.6,29.2,6.0,10.7%,41,Medium
2023,6,North,Convenience,Food,Cinnamon Cookies,Cup,Regular,4.69,411.8,28.6,2.9,9.2%,21,Low
2023,7,East,Cafe,Food,Cinnamon Cookies,Box,Gluten-Free,4.82,392.1,34.7,3.1,6.4%,20,Low
2024,3,Central,Cafe,Food,Lentil Soup,Bottle,Regular,6.7,257.1,6.2,2.7,6.2%,11,Low
2024,2,West,Cafe,Beverage,Chai Tea,Cup,Gluten-Free,4.98,132.7,14.5,5.2,5.8%,12,Low
2023,2,North,Convenience,Beverage,Espresso,Bowl,Vegan,3.7,25.9,0.6,1.1,7.5%,24,Medium
2023,9,Central,Cafe,Food,Winter Salad,Can,Dairy-Free,5.52,151.3,8.6,0.9,10.2%,29,Medium
2022,12,South,Online,Food,Beef Stew,Can,Dairy-Free,8.44,488.8,5.4,3.6,21.9%,10,Low
2024,3,Central,Online,Beverage,Herbal Tea,Box,Regular,2.13,5.0,3.5,1.0,15.4%,36,Medium
2023,5,South,Cafe,Food,Lentil Soup,Bottle,Gluten-Free,6.15,286.0,4.9,4.4,7.1%,7,Low
2022,5,West,Online,Food,Roasted Chestnuts,Bowl,Regular,5.47,324.4,6.2,0.3,16.6%,103,High
2023,5,Central,Online,Foood,Roasted Chestnuts,Bottle,Regular,5.39,350.1,8.7,1.2,16.3%,61,High
2023,NA,South,NA,Food,Gingerbread,Cup,Regular,4.36,407.5,31.8,4.7,15.2%,66,High
2022,1,West,NA,Food!,Lentil Soup,Bottle,Regular,4.45,257.4,3.6,4.3,10.4%,23,Low
2024,7,Central,Online,Beverage,Espresso,Bag,Regular,2.1,5.0,0.0,0.0,16.9%,69,#High
2024,5,North,Cafe,Beverage,Hot Chocolate,Can,#Regular,4.83,215.4,30.5,2.2,7.5%,21,Low
2024,5,North,Convenience,Beverage,Hot Chocolate,Cup,Regular,4.19,255.5,31.7,1.0,9.3%,15,Low
2024,4,West,Convenience,Food,Baked Potato@,Bowl,Regular,6.75,387.3,2.4,2.0,9.0%,7,Low
2024,13,South,Supermarket,Food,Stuffed Pastry,Bag,Low-Sugar,5.8,439.5,2.7,2.6,13.0%,30,Medium
2023,8,North,Supermarket,Food,Roasted Chestnuts,Bag,Regular,4.27,342.1,7.8,1.4,14.5%,64,High
2025,6,East,Supermarket,Food,Gingerbread,Bowl,Gluten-Free,5.82,396.8,30.5,4.4,12.8%,30,Medium
2024,3,West,Supermarket,Food,Beef Stew,Bottle,Gluten-Free,10.78,528.5,1.8,2.7,12.6%,6,Low
2023,11,South,Cafe,Food,Lentil Soup,Bowl,Vegan,6.49,235.4,7.9,2.9,9.4%,22,Low
2024,12,South,Online,Food,Cinnamon Cookies,Box,Regular,4.52,402.4,32.9,1.4,20.1%,27,Medium
2023,1,Central,Wholesale,Food,Roasted Chestnuts,Box,Low-Sugar,5.7,325.7,5.0,1.3,18.9%,39,Medium
2024,13,East,Online,Foood,Gingerbread,Box,Vegan,6.13,367.0,32.4,6.0,20.4%,37,Medium 
2024,10,Central,Convenience,Beverage,Ginger Tea,Can,Vegan,2.79,5.0,4.7,5.8,11.5%,42,High
2025,2,East,Supermarket,Food,Stuffed Pastry,Cup,Low-Sugar,6.53,444.1,3.1,2.4,10.6%,31,Medium
2025,10,Central,Online,Beverage,Chai Tea,*Bowl,Regular,4.09,121.3,11.2,6.5,21.0%,39,Medium
2024,2,West,Cafe,NA,Lentil Soup,Cup,Regular,6.67,268.4,3.6,NA,5.6%,12,Low
2024,1,North,Online,Beverage,Hot Chocolate,Cup,Low-Sugar,4.43,245.9,12.1,1.2,14.5%,30,Medium
2025,2,Central,Cafe,Food,Cinnamon Cookies,Can@,Regular,5.56,420.3,33.6,2.3,5.8%,11,Low
2023,6,East,Supermarket,Beverage,Chai Tea,Bowl,Gluten-Free,4.77,157.9,14.6,5.6,12.6%,35,Medium
2025,9,North,Online,Food,Stuffed Pastry,Box,Regular,7.01,472.8,5.4,1.4,16.2%,32,Medium
2024,6,North,Online,Food,Stuffed Pastry,Box,Regular,6.8,498.6,5.8,2.1,18.0%,18,Low
2022,2,West,Cafe,Beverage,Sahlep,Box,Regular,5.29,260.9,25.7,2.4,5.8%,18,Low
2022,3,North,Supermarket,Food,Beef Stew,Box,Regular,8.5,519.9,0.5,5.3,10.8%,13,Low
2025,12,South,Convenience,Food,Cinnamon Cookies,Bowl,Dairy-Free,6.05,415.3,29.9,1.7,14.9%,6,Low
2022,13,North,Cafe,Beverage,Ginger Tea,Cup,Regular,2.53,31.6,7.5,5.4,10.0%,27,Medium
2023,10,East,Cafe,Food,Stuffed Pastry,Bowl,Vegan,8.53,476.6,1.8,1.0,10.1%,23,Low
2023,2,East,Online,Beverage,Ginger Tea,Cup,Regular,2.33,27.2,7.5,5.2,15.2%,69,High
2022,11,East,Cafe,Beverage,Herbal Tea,Cup,Dairy-Free,2.51,46.8,0.0,0.8,10.9%,16,Low
2023,9,South,Wholesale,Food,Cinnamon Cookies,Cup,Regular,3.33,458.2,31.7,3.2,19.1%,101,High
2024,7,North,Online,Food,Cinnamon Cookies,Box,Regular,4.24,425.1,29.4,2.3,18.0%,36,Medium
2022,2,West,Supermarket,Food,Gingerbread,Box,Regular,4.06,399.9,33.1,5.5,10.9%,55,High
2025,13,South,Online,Beverage,Mulled Wine,BAG,Regular,5.63,211.5,13.5,5.7,19.3%,13,Low
2025,6,West,Supermarket,Food,Winter Salad,Bag,Dairy-Free,5.21,151.4,1.9,0.0,12.7%,30,Medium
2023,1,North,Cafe,Food,Baked Potato,Box,Dairy-Free,6.85,370.0,4.0,1.8,5.2%,8,Low
2022,3,North,Supermarket,Food,Baked Potato,Cup,Regular,5.22,432.6,3.1,2.0,NA,25,Medium
2024,6,South,Supermarket,Beverage,Apple Cider,Box,Regular,4.23,164.9,18.7,3.9,11.5%,31,Medium
NA,1,East,Supermarket,Beverage,Apple Cider,Box,Regular,3.27,155.9,23.2,4.2,10.4%,35,Medium
2023,5,South,Online,Beverage,Spiced Latte,Box,Regular,4.85,210.2,13.6,4.6,16.4%,21,Low
2025,7,West,Online,Beverage,Mulled Wine,Cup,Regular,6.97,147.1,13.7,5.8,18.4%,22,Low
2025,13,South,Convenience ,Beverage,NA,Cup,Regular,3.25,6.6,0.0,0.0,11.4%,18,Low
2025,2,East,Cafe,Beverage,Spiced Latte,Bag,Regular,5.9,196.4,19.8,5.2,6.4%,9,Low
2023,8,East,Supermarket,Beverage,Hot Chocolate,Cup,Low-Sugar,3.9,237.3,18.3,1.5,14.9%,98,High
2024,12,North,Convenience,Beverage,Hot Chocolate,Bottle, Regular,4.51,257.9,30.4,2.5,11.7%,29,Medium
2024,11,East,Online,Food,Baked Potato,Can,Regular,5.16,420.4,3.7,3.2,17.2%,36,Medium
2023,13,South,Online,Beverage,Hot Chocolate,Cup,Regular,4.13,247.1,22.7,1.9,17.1%,42,High
2024,3,East,Online,Beverage,Spiced Latte,Cup,Regular,5.3,183.0,18.9,4.1,15.5%,41,Medium
2022,11,North,#Wholesale,Food,Gingerbread,Bag,Regular,3.93,400.6,33.2,5.6,21.8%,98,High
2022,13,West,Cafe,Food,NA,Box,Regular,5.96,271.3,6.7,4.2,13.4%,18,Low
2024,5,Central,Cafe,Food,Baked Potato,Bag,Regular,7.39,432.4,5.0,2.1,6.8%,18,Low
2022,7,North,Online,Beverage,Ginger Tea,Cup,Vegan,2.68,72.1,3.1,5.1,16.3%,79,High
2022,7,West,Online,Food,Baked Potato,Cup,Low-Sugar,5.25,346.7,1.0,2.7,17.5%,42,High
2025,7,West,Cafe,Beverage,Chai Tea,Bottle,Low-Sugar,5.07,121.8,12.0,6.8,7.5%,27,Medium
2025,4,South,Supermarket,Food,Beef Stew,Can,Regular,10.31,506.6,0.0,3.0,11.9%,16,Low
2024,13,West,Wholesale,Beverage,Ginger Tea,Cup,Regular,2.49,38.1,3.5,4.3,26.0%,115,High
2025,13,West,cafe,Food,Roasted Chestnuts,Box,Regular,7.46,340.2,9.1,1.5,11.2%,11,Low
2025,5,Central,Supermarket,Beverage,Sahlep,Bag,Regular,4.15,275.8,23.1,2.0,12.4%,32,Medium
2022,11,Central,Cafe,Beverage,Ginger Tea,Can,Dairy-Free,3.04,52.1,2.9,5.7,10.4%,27,Medium
NA,6,North,WHOLESALE,*Food,Winter Salad,Bottle,Dairy-Free,5.01,153.0,8.9,1.1,19.2%,33,Medium
2023,11,East,Supermarket,Food,Beef Stew,Bottle,Regular,NA,501.3,4.0,1.9,15.7%,4,Low
2022,8,East,Cafe,Food,Baked Potato,Cup,Regular,5.9,391.6,3.2,2.4,8.9%,5,Low
2025,7,North,Convenience,Food,Lentil Soup,Cup,Regular,6.41,253.5,1.5,4.4,11.2%,10,Low
2023,2,South,Online,Beverage,Matcha Latte,Can,Regular,5.7,157.9,18.5,2.4,15.1%,38,Medium
2023,9,Central,Convenience,Beverage,Ginger Tea,Bottle,Dairy-Free,2.7,32.7,5.5,5.6,10.9%,32,Medium
2022,5,North,Online,Beverage,Sahlep,Can,Regular,4.2,277.0,27.1,1.1,17.1%,74,High
2022,NA,East,Cafe,Beverage,Spiced Latte,Box,Regular,4.58,195.8,20.0,5.7,6.2%,32,Medium
2025,3,Central,Convenience,Food,Lentil Soup,Cup,Regular,6.22,275.7,2.9,4.3,8.5%,11,Low
2022,13,South,Cafe,Beverage,Chai Tea,Cup,Regular,3.36,138.9,12.9,5.7,10.4%,21,Low
2022,2,East,Supermarket,Beverage,Herbal Tea,Cup,Regular ,1.81,29.1,4.2,0.4,11.1%,62,High
2023,11,Central,Cafe,Food,Cinnamon Cookies,Cup,*Low-Sugar,4.76,382.9,20.8,2.8,9.4%,54,High
2024,12,East,Online,Beverage,Spiced Latte,Bowl,Regular,5.57,209.6,13.9,5.3,22.6%,64,High
2024,1,North,Online,Food,Gingerbread,Box,Regular,5.33,379.9,31.2,5.3,14.8%,38,Medium
2024,8,North,Online,Beverage,Hot Chocolate,Box,Regular,3.8,239.9,27.7,2.6,18.8%,37,Medium
2022,8,Central,Supermarket,Beverage,Ginger Tea,Bowl,Regular,2.34,47.8,3.7,4.2,15.6%,48,High
2023,5,South,Supermarket,Beverage,Ginger Tea,Bottle,Regular,2.43,27.6,6.6,4.8,11.1%,56,High
2025,9,East,Online,Food,Roasted Chestnuts,cup,Regular,6.39,349.3,4.0,0.0,16.2%,39,Medium
2024,6,North,Convenience,Beverage,Ginger Tea,Bottle,Regular,3.25,20.4,5.0,4.9,9.5%,61,High
2024,6,East,Supermarket,Food,Winter Salad,Bottle,Regular,5.08,193.7,4.2,2.1,12.8%,41,Medium
2024,6,Central,Supermarket,Beverage,Spiced Latte,Box,Gluten-Free,5.36,199.6,16.5,6.2,12.6%,41,Medium
2025,11,East,Supermarket,Food,NA,CAN,Vegan,5.76,393.6,28.3,5.8,12.3%,51,High
2022,9,Central,Online,Beverage,Sahlep,Cup,Dairy-Free,4.57,269.9,19.8,2.1,19.7%,27,Medium
2023,5,South,Cafe,Beverage,Herbal Tea,Cup,Regular,2.35,37.4,4.5,0.8,9.0%,45,High
2024,13,East,Supermarket,Food,Cinnamon Cookies,Cup,Vegan#,4.55,386.6,31.5,2.9,18.6%,45,High
2023,11,Central,Online,Food,Roasted Chestnuts,Bag,Regular,4.59,313.4,10.9,0.1,20.9%,34,Medium
2025,13,East,Wholesale,Beverage,Herbal Tea,Cup,Regular,2.1,5.0,0.6,0.6,24.5%,56,High
2023,10,South,Convenience,Food,Cinnamon Cookies,Cup,Regular,3.82,395.1,30.8,3.6,10.3%,29,Medium
2025,6,Central,Cafe,Food,Cinnamon Cookies,Cup,Regular,5.47,395.1,35.9,1.9,7.8%,38,Medium!
2025,11,South,Convenience,Food,Winter Salad,Box,Gluten-Free,7.09,191.2,4.6,0.5,15.6%,23,Low
2024,5,East,Convenience,Food,Beef Stew,Can,Regular,10.27,519.9,2.6,3.2,9.0%,2,Low
2025,4,*Central,Supermarket,Beverage,Mulled Wine,Bowl,Regular,7.34,181.4,17.6,6.2,11.6%,15,Low
2024,6,North!,Cafe,Beverage,Ginger Tea,Bottle,Dairy-Free,3.73,26.6,2.8,5.1,8.8%,26,Medium
2025,13,South,Cafe,Food,Roasted Chestnuts,Cup,Regular,7.8,329.2,8.6,1.3,13.3%,11,Low
2023,8,North,Online,Food,Stuffed Pastry,Box,Dairy-Free,6.31,480.9,6.8,2.4,16.6%,26,Medium
2024,5,South,Online,Food,*Lentil Soup,Cup,Gluten-Free,5.91,246.8,6.7,5.4,16.1%,34,Medium
2024,7,North,Online,Food,Gingerbread,Cup,Gluten-Free,4.98,366.2,31.4,5.5,16.7%,51,High
2022,4,West,Cafe,Beverage,Sahlep,Bowl,Gluten-Free,5.56,294.3,26.4,2.5,NA,13,Low
2023,9,North,Convenience,Food,Pumpkin Soup,Cup,NA,5.67,216.1,8.8,4.6,12.7%,14,Low
2025,5,West,Cafe,Beverage,Matcha Latte,Cup,Regular,6.9,216.7,12.1,1.6,6.7%,13,Low
2024,8,South,Supermarket,Beverage,Sahlep,Box,Vegan,5.05,262.1,27.4,1.6,15.0%,41,Medium
2022,5,South,Online,Beverage,Chai Tea,Can,Vegan,3.86,151.0,9.9,6.7,16.4%,47,High
2023,5,South,Supermarket,NA,Sahlep,Cup,Regular,4.03,299.5,20.9,3.3,14.1%,57,High
2022,13,West,Supermarket,Food,Winter Salad,Bottle,Regular,4.73,170.6,7.2,1.3,16.6%,13,Low
2022,5,East,Convenience,Food,Roasted Chestnuts,Bowl,Regular,5.69,326.6,10.6,1.1,9.2%,27,Medium
2025,1,South,Convenience,Food,Cinnamon Cookies,Cup,Regular,4.79,433.3,32.4,1.6,7.5%,14,Low
2023,5,Central,Convenience,Beverage,Chai Tea,Cup,Regular,4.24,150.3,16.2,6.5,9.0%,37,Medium
2023,7,East,Convenience,Beverage,Herbal Tea,Bowl,Gluten-Free,2.9,5.0,0.0,1.9,8.3%,36,Medium
2024,2,North,Wholesale,Food,Roasted Chestnuts,Bowl,Gluten-Free,5.53,319.7,5.8,0.3,18.8%,37,Medium
2022,4,Central,Supermarket,Food,Winter Salad,Bag,Regular,3.4,134.3,1.9,0.8,11.7%,34,Medium
2023,3,South,Online,Food,Gingerbread,Bottle,Regular,4.69,400.7,31.7,5.3,14.6%,19,Low
2024,7,North,Online,NA,Apple Cider,Cup,Regular,4.22,155.3,18.6,3.3,17.2%,32,Medium
2024,10,East,Supermarket,Beverage,Apple Cider,Can,Regular ,4.42,157.1,19.2,4.0,11.4%,40,Medium
2025,13,North,Online,Beverage,Espresso,Bowl,Regular,3.09,5.0,1.3,1.5,19.3%,36,Medium
2024,6,South,Online,Beverage,Espresso,Cup,Regular,2.9,5.0,2.5,1.5,17.0%,84,High
2023,12,west,Wholesale,Food,Gingerbread,Bowl,Regular,3.99,381.4,29.7,4.9,23.7%,23,LOW 
2025,3,North,Online,Beverage,Herbal Tea,Cup,Regular,2.51,5.0,2.3,0.0,15.2%,49,High
2025,11,West,Wholesale,Beverage,Hot Chocolate,Box,Regular,4.7,242.1,29.2,NA,22.9%,108,High
2024,8,Central,Cafe,Food,Gingerbread,Box,Regular,5.75,400.5,29.5,5.2,7.7%,28,Medium
2025,10,West,Cafe,Beverage,Espresso,Bottle,Regular,3.75,45.9,0.0,2.5,9.6%,18,low
2025,10,West,Cafe,Food,Cinnamon Cookies,Bag,Regular,5.51,419.6,33.2,3.9,9.7%,23,Low
2025,7,West,Suprmarket,Beverage,Ginger Tea,Bag,Regular,2.7,55.1,7.3,6.9,12.3%,31,Medium
2022,4,Central,Cafe ,Beverage,Herbal Tea,Cup,Regular,2.36,5.0,3.0,0.3,7.0%,20,Low
2024,7,South,Online,Beverage,Spiced Latte,Bottle,Regular,5.2,179.9,18.7,5.2,17.5%,68,High
2023,11,North,Wholesale#,Beverage,Espresso,Bowl,Regular,2.88,5.0,0.0,1.8,22.8%,55,High
2024,13,East,Supermarket,Food,Lentil Soup,Cup,Dairy-Free,5.49,220.8,5.2,4.5,20.8%,25,Medium
2024,13,East,Online,Beverage,Spiced Latte,Bottle,Regular,5.66,210.3,18.0,4.6,19.7%,15,Low
2025,3,North,Cafe,Beverage,Chai Tea,Cup,Regular,4.83,126.0,12.9,7.4,6.3%,16,Low
2025,8,West,Cafe,Beverage,Matcha Latte,Bag,Regular,6.61,144.8,13.4,2.0,8.2%,30,Medium
2023,2,North,Supermarket,Beverage,Hot Chocolate,Bottle,Gluten-Free,4.49,271.2,25.9,2.1,10.6%,50,High
2024,9,Central,Cafe,Food,Winter Salad,Box,Low-Sugar,7.02,155.9,5.3,0.0,10.1%,14,Low
2024,13,South,Online,Beverage,Spiced Latte,Bottle,Regular,5.8,180.5,14.9,5.3,18.6%,26,Medium
2023,1,North,Cafe,Beverage,Chai Tea,Cup ,Vegan,4.41,152.0,11.1,6.3,5.4%,23,Low
2022,9,north,Onl1ne,Food,Pumpkin Soup,Box,Regular,4.53,206.9,8.3,3.8,17.4%,24,Medium
2022,13,South,Online,Beverage,Spiced Latte,Cup,Regular,4.54,229.6,21.6,5.0,18.0%,17,Low
2025,12,South,Online,Beverage,Apple Cider,Cup,Regular,3.76,146.8,24.3,3.9,16.3%,35,Medium
2023,6,North,Supermarket,Beverage,Herbal Tea,Bottle,Regular,2.17,5.0,0.0,1.0,12.3%,104,High
2025,2,South,Supermarket,Beverage,Mulled Wine,Bowl,Dairy-Free@,7.4,188.6,NA,6.6,11.2%,20,Low
2023,13,North,Supermarket,Food,Gingerbread,Bottle,Low-Sugar,5.1,369.5,19.5,5.5,16.4%,36,Medium
2025,12,South,Online,Beverage,Spiced Latte,Cup,Regular,6.28,223.8,15.4,3.8,22.4%,12,Low
2023,8,South,Online,Food,Pumpkin Soup,Cup,Dairy-Free,4.81,209.6,2.7,3.9,18.6%,40,Medium
2025,13,South,Supermarket,Beverage,Mulled Wine,Cup,Regular,7.63,199.5,15.8,5.4,17.0%,11,Low
2022,1,South,Online,Beverage,Ginger Tea,Cup,Regular,2.27,48.4,8.5,4.6,14.8%,39,Medium
2024,9,North,Cafe,Beverage,Espresso,Can,Low-Sugar,3.26,8.2,3.6,0.5,9.0%,NA,Medium
2025,1,North,Wholesale,Beverage,Matcha Latte,Cup,Regular,4.85,177.4,12.1,2.2,18.5%,20,Low
2025,13,North,Supermarket,Beverage,Herbal Tea,NA,Regular,2.82,5.0,4.9,0.9,16.0%,18,Low
2025,9,West,Convenience,Beverage, Ginger Tea,Bowl,Regular,3.39,45.8,1.1,4.0,13.3%,43,High
2022,12,Central,Online,Food,Lentil Soup,Bowl,Regular,4.85,260.8,3.2,3.7,19.5%,30,Medium
2023,8,Central,Online,Beverage,Mulled Wine,Cup,Regular,5.46,182.6,15.1,6.8,16.9%,13,Low
2022,2,East,Cafe,Beverage,Espresso,Cup,Regular,2.62,28.0,2.7,0.9,6.1%,36,Medium
2022,1,East,Cafe,food,Cinnamon Cookies,Cup,Regular,4.9,394.3,34.9,2.5,NA,20,Low
2024,5,South,Convenience ,Beverage,Hot Chocolate,Bag,Regular,4.18,269.6,30.1,2.7,9.7%,21,Low
2024,10,West,Online,Beverage,Hot Chocolate,Cup,Regular,4.73,239.6,25.0,2.6,19.3%,44,High
2025,2,West,Cafe,Beverage,Ginger Tea,Cup,Vegan,4.26,39.7,7.6,6.2,5.9%,26,Medium
2025,12,Central,Supermarket,Beverage,Espresso,Bottle,Regular,2.52,5.0,1.3,0.0,16.6%,36,Medium
2024,4,Central,Supermarket,Food,Gingerbread,Cup,Regular,5.3,360.0,26.3,6.8,10.9%,34,Medium
2025,7,East,Online,Beverage,SPICED LATTE,Cup,Vegan,5.96,201.2,12.6,5.2,17.4%,45,High
2022,3,West,Wholesale,Food,Roasted Chestnuts,Cup,Gluten-Free,4.54,346.0,9.1,2.9,19.2%,36,Medium
2022,7,West,Online,Food,Winter Salad,Bowl,Regular,5.01,192.2,5.6,0.5,20.3%,30, Medium
2024,6,South,Convenience,Beverage,Herbal Tea,Bowl,Low-Sugar,3.04,5.6,0.0,0.0,9.9%,39,Medium
2025,1,Central,Cafe,Food,Baked Potato,Bowl,Vegan,7.65,358.2,3.3,2.3,5.4%,5,Low
2022,8,North,Cafe,Food,Baked Potato,Box,regular,6.26,382.3,4.8,2.1,7.0%,16,Low
2024,11,Central,Cafe,Beverage,Mulled Wine,Cup,Gluten-Free,7.76,226.9,15.5,6.5,12.3%,10,Low
2024,13,West,Convenience,Food,Baked Potato,Bag,Vegan,6.75,378.0,0.4,3.1,12.3%,7,Low
2022,5,North,Online,Food,Beef Stew,Box,Regular,9.54,545.7,7.1,3.1,15.7%,13,Low
2023,12,West,Online,Food,Stuffed Pastry,Box,Regular,6.4,453.2,8.2,1.8,20.2%,17,Low
2025,12,North,Supermarket,Beverage,Hot Chocolate,Bowl,Vegan,5.1,229.5,25.9,2.4,16.7%,53,High
2024,13,West,Supermarket,Food,Cinnamon Cookies,Bottle,Dairy-Free,4.4,414.5,28.8,2.4,17.3%,57,High
2022,5,West,Online,Beverage,Ginger Tea,Cup,Regular,2.12,20.2,6.8,5.3,16.3%,90,High
2025,12,West,Online,Beverage,Hot Chocolate,Bottle,Gluten-Free,5.87,268.7,25.0,2.7,19.8%,23,Low
2023,8,Central,Supermarket,Food,Pumpkin Soup,Cup,Vegan,5.24,214.8,9.3,4.4,14.0%,39,Medium
2025,1,North,Online,Beverage,Herbal Tea,Can,Low-Sugar,1.88,17.5,0.0,1.8,14.5%,36,Medium
2023,4,South,Online,Food,Gingerbread,Cup,Dairy-Free,5.11,369.6,27.4,5.5,16.1%,37,Medium
2024,9,East,Convenience,Food,Cinnamon Cookies,Cup,Regular,5.28,431.9,29.4,1.1,12.7%,15,Low
2023,3,North,Supermarket,Food,Roasted Chestnuts,Bag,Regular,5.11,368.4,4.5,1.1,11.4%,21,Low
2023,6,east,Wholesale,Beverage,Matcha Latte,Bowl,Regular,5.39,177.6,17.6,1.5,20.0%,72,High
2025,11,South,Wholesale,Food,Winter Salad,Bowl,Regular,5.96,211.1,6.1,0.9,22.8%,36,Medium
2022,2,South,Online,Beverage,Hot Chocolate,Bottle,Regular,3.97,229.0,28.5,1.5,15.2%,31,Medium
2022,7,East ,Cafe,Food,Cinnamon Cookies,Bowl,Gluten-Free,4.54,433.8,26.9,2.6,6.3%,NA,Low
2023,3,Central,Cafe,Beverage,Apple Cider,Box*,Low-Sugar,4.99,156.0,10.8,3.1,5.6%,12,Low
2024,7,South,Cafe,Food,stuffed pastry,Bowl,Regular,8.5,450.8,7.0,1.1,9.2%,12,Low
2025,4,Central,Online,Food,Roasted Chestnuts,Bowl,Vegan,6.6,333.6,7.1,2.1,16.8%,15,Low
2025,13,East,Online,Food,Stuffed Pastry,Can,Regular,6.47,470.1,1.3,1.3,17.5%,36,medium
2023,1,South,Online,Beverage,Hot Chocolate,Bottle,Regular,3.93,224.6,28.5,2.0,14.5%,39,Medium
2023,13,East,Cafe,Food,roasted chestnuts,Bowl,Regular,6.26,346.4,7.8,1.9,10.2%,8,Low
2022,NA,East,Wholesale,Beverage,Chai Tea,Bag,Regular,3.4,142.6,16.8,7.1,22.6%,33,Medium
2024,12,South,Cafe,Beverage,Apple Cider,Bottle,Regular,5.88,158.7,20.6,4.4,11.1%,12,Low
2025,NA,East,Cafe,Beverage,Espresso,Bottle,Vegan,3.76,5.0,0.0,1.4,8.2%,NA,Medium
2024,3,North,*Wholesale,Food,Pumpkin Soup,Bottle,Regular,5.51,218.4,6.8,4.0,18.9%,37,Medium
2024,13,South,Cafe,Beverage,Ginger Tea,Bottle,Regular,3.14,28.4,3.6,6.5,10.4%,25,Medium
2023,8,East,Online,Beverage,Hot Chocolate,Bag,Regular,3.93,242.5,29.6,2.3,17.5%,63,High
2025,13,East,Convenience,Beverage,Ginger Tea,*Bowl,Regular,3.99,23.4,0.0,4.2,10.7%,37,Medium
2024,12,Central,Supermarket,Beverage,Hot Chocolate,Bottle,Dairy-Free,4.1,278.2,24.8,1.6,17.0%,56,High
2022,8,South,Online,Beverage,Spiced Latte,Bottle,Low-Sugar,5.19,167.8,13.0,5.3,17.2%,51,High
2023,5,NA,Supermarket,Beverage,Spiced Latte,Bottle,Regular,5.19,199.5,18.0,4.4,12.0%,45,High
2022,2,West,Wholesale,Beverage,Apple Cider,Cup,Regular,3.35,150.9,24.0,4.9,19.0%,63,High
2022,2,Central,Online,Food,Roasted Chestnuts,Can,Regular,5.09,376.7,3.4,1.2,14.9%,23,Low
2022,6,Central,Supermarket,Beverage,Hot Chocolate,Box,Vegan,4.78,209.0,23.1,2.1,13.5%,51,High
2023,11,North,Online,Beverage,Apple Cider,Bowl,Regular,4.03,167.7,25.2,4.6,17.5%,50,High
2024,7,East,Online,Beverage,Hot Chocolate,Cup,Regular,4.56,244.5,28.2,1.9,15.7%,56,High
2023,7,North,Online,Beverage,Espresso,Bowl,Regular,2.54,11.0,0.4,1.3,16.9%,104,High
2023,4,West,Cafe,Food,Pumpkin Soup,Bowl,Regular,6.66,242.3,6.5,4.1,6.9%,13,Low
2025,8,East,Convenience,Food,Cinnamon Cookies,Cup,Regular,5.17,441.9,32.2,1.6,9.2%,30,Medium
2025,9,South,Online,Food,Baked Potato,Bowl,Regular,7.06,401.9,1.5,2.1,16.2%,20,Low
2024,13,Central,Supermarket,Beverage,Spiced Latte,Bowl,Regular#,5.55,213.5,20.6,5.4,16.4%,44,High
2023,10,North,Online,Food,Gingerbread,Box,Regular,4.38,356.4,36.0,5.6,17.4%,57,High
2025,8,East,Online,Beverage,Apple Cider,Cup,Regular,4.21,161.8,23.1,4.8,15.9%,56,High
2022,12,West,Supermarket,Beverage,Hot Chocolate,Cup,Regular,3.45,225.7,26.6,0.9,17.3%,61,HIGH
2023,6,North,Cafe,Beverage,Apple Cider,Can,Regular,4.11,156.6,16.4,2.6,7.2%,32,Medium
2025,13,East,Cafe,Food,Baked Potato,Cup,Gluten-Free,8.02,379.7,0.2,2.8,13.3%,9,Low
2024,5,West,Supermarket,Beverage,Matcha Latte,Bottle,Dairy-Free,6.07,180.1,16.3,2.6,12.3%,26,Medium!
2024,2,North,Supermarket,Food,Cinnamon Cookies,Box,Regular,4.77,389.5,29.7,2.5,11.0%,45,High
NA,6,East,Online,Beverage,Herbal Tea,Cup,Low-Sugar,2.34,11.9,0.0,1.3,16.6%,53,High
2024,2,South,Online,Food,Creamy Porridge,Can,Vegan,4.62,278.6,10.9,1.9,14.1%,26,Medium
2023,2,West,Wholesale,Food,Cinnamon Cookies,Bag,Vegan,4.3,392.1,33.7,2.0,18.6%,30,Medium
